DR Number,Date Reported,Date Occurred,Time Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Latitude,Longitude,Zip Codes,Date,Weekday,Month,Year
191305332,1/27/2019,1/27/2019,1135,11:35,13,Newton,1309,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,58,Male,White,101,STREET,ALAMEDA,NEWTON,"{'latitude': '34.0251', 'longitude': '-118.2392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0251,-118.2392,23082,27-Jan-19,Sunday,January,2019
190409144,4/28/2019,4/28/2019,1340,13:40,4,Hollenbeck,478,997,TRAFFIC COLLISION,3101 3401 3701 3009 3026 3602,28,Male,Hispanic,101,STREET,LORENA                       ST,WHITTIER                     BL,"{'latitude': '34.0273', 'longitude': '-118.2013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0273,-118.2013,23441,28-Apr-19,Sunday,April,2019
191711122,6/8/2019,6/8/2019,0710,7:10,17,Devonshire,1729,997,TRAFFIC COLLISION,2038,60,Male,Hispanic,101,STREET,BALBOA                       BL,INDEX                        ST,"{'latitude': '34.2757', 'longitude': '-118.5022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2757,-118.5022,19329,8-Jun-19,Saturday,June,2019
191308583,3/24/2019,3/24/2019,1505,15:05,13,Newton,1391,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026,41,Female,Hispanic,101,STREET,FLORENCE                     AV,BROADWAY,"{'latitude': '33.9747', 'longitude': '-118.2783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9747,-118.2783,22352,24-Mar-19,Sunday,March,2019
181606263,2/28/2018,2/27/2018,1030,10:30,16,Foothill,1656,997,TRAFFIC COLLISION,3006 3028 3030 3037 3401 3701 4016 3101,unknown,Male,Other,101,STREET,FOOTHILL                     BL,MCVINE                       AV,"{'latitude': '34.2597', 'longitude': '-118.3114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2597,-118.3114,3221,27-Feb-18,Tuesday,February,2018
180318821,8/1/2018,8/1/2018,2240,22:40,3,Southwest,395,997,TRAFFIC COLLISION,4012 3034 3030 3028 3101 0605,unknown,Male,Other,101,STREET,WESTERN                      AV,42ND                         ST,"{'latitude': '34.0073', 'longitude': '-118.3089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0073,-118.3089,24027,1-Aug-18,Wednesday,August,2018
181424281,11/16/2018,11/15/2018,1600,16:00,14,Pacific,1407,997,TRAFFIC COLLISION,3008 3026 3029 3035 3036 3101 3401 3701 4027,58,Male,Hispanic,101,STREET,VENICE                       BL,HUGHES                       AV,"{'latitude': '34.0229', 'longitude': '-118.3995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0229,-118.3995,23451,15-Nov-18,Thursday,November,2018
191204853,1/13/2019,1/12/2019,2300,23:00,12,Street 77th,1266,997,TRAFFIC COLLISION,4025 3024 3037 3004 3101,49,Male,Black,101,STREET,80TH                         ST,FIGUEROA                     ST,"{'latitude': '33.9669', 'longitude': '-118.2827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9669,-118.2827,23675,12-Jan-19,Saturday,January,2019
190407477,3/23/2019,3/23/2019,1043,10:43,4,Hollenbeck,421,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 3036,45,Male,White,101,STREET,BROADWAY,AVENUE 18,"{'latitude': '34.0716', 'longitude': '-118.2224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0716,-118.2224,23448,23-Mar-19,Saturday,March,2019
180518976,11/24/2018,11/24/2018,1845,18:45,5,Harbor,526,997,TRAFFIC COLLISION,0605 4005 3006 3028 3030 3102,unknown,Unknown,Unknown,101,STREET,MARINE                       AV,OPP                          ST,"{'latitude': '33.7828', 'longitude': '-118.264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.7828,-118.264,3350,24-Nov-18,Saturday,November,2018
181208641,3/5/2018,3/5/2018,0001,00:1,12,Street 77th,1259,997,TRAFFIC COLLISION,4012 3037 3034 3028 3030 3101,31,Female,Other,102,SIDEWALK,73RD,AVALON,"{'latitude': '33.9739', 'longitude': '-118.2652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9739,-118.2652,22352,5-Mar-18,Monday,March,2018
180219325,9/15/2018,9/15/2018,1800,18:00,2,Rampart,246,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3029 0605,69,Male,Hispanic,101,STREET,ALVARADO,6TH,"{'latitude': '34.0596', 'longitude': '-118.2749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0596,-118.2749,24352,15-Sep-18,Saturday,September,2018
190510738,6/2/2019,6/2/2019,1730,17:30,5,Harbor,518,997,TRAFFIC COLLISION,4025 3036 3004 3011 3025 3034 3101,26,Male,Hispanic,101,STREET,PACIFIC COAST                HY,EUBANK                       AV,"{'latitude': '33.7916', 'longitude': '-118.2562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.7916,-118.2562,3350,2-Jun-19,Sunday,June,2019
180608356,3/15/2018,3/14/2018,1515,15:15,6,Hollywood,646,997,TRAFFIC COLLISION,3037 3004 3028 3030 3035 3101 3401 3701 4006,32,Male,White,101,STREET,SUNSET,MC CADDEN,"{'latitude': '34.098', 'longitude': '-118.338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.098,-118.338,23446,14-Mar-18,Wednesday,March,2018
190707732,3/13/2019,3/13/2019,0940,9:40,7,Wilshire,717,997,TRAFFIC COLLISION,3004 3028 3035 3036 3101 3401 3701 4007,39,Female,White,101,STREET,BEVERLY                      BL,HIGHLAND                     AV,"{'latitude': '34.0762', 'longitude': '-118.3386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0762,-118.3386,23667,13-Mar-19,Wednesday,March,2019
181824000,12/13/2018,12/11/2018,2130,21:30,18,Southeast,1864,997,TRAFFIC COLLISION,4025 3037 3004 3026 3101,21,Female,Black,101,STREET,IMPERIAL                     HY,PARMELEE,"{'latitude': '33.927', 'longitude': '-118.258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.927,-118.258,24354,11-Dec-18,Tuesday,December,2018
180817984,10/20/2018,10/20/2018,1650,16:50,8,West LA,833,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3102 3401 3701 4027,41,Male,White,101,STREET,WESTWOOD,OHIO,"{'latitude': '34.0541', 'longitude': '-118.4407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0541,-118.4407,23442,20-Oct-18,Saturday,October,2018
191307814,3/11/2019,3/11/2019,0745,7:45,13,Newton,1344,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3029,46,Male,Hispanic,101,STREET,WADSWORTH                    AV,41ST                         ST,"{'latitude': '34.0092', 'longitude': '-118.2589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0092,-118.2589,22727,11-Mar-19,Monday,March,2019
181216375,5/2/2018,5/2/2018,1735,17:35,12,Street 77th,1239,997,TRAFFIC COLLISION,0605 4012 3036 3004 3026 3101,22,Female,Black,101,STREET,VERMONT                      AV,62ND                         ST,"{'latitude': '33.9837', 'longitude': '-118.2915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9837,-118.2915,23675,2-May-18,Wednesday,May,2018
190407101,3/12/2019,3/12/2019,0715,7:15,4,Hollenbeck,455,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 0605,52,Female,Hispanic,101,STREET,OLYMPIC,SOTO,"{'latitude': '34.0512', 'longitude': '-118.2093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0512,-118.2093,23450,12-Mar-19,Tuesday,March,2019
190204602,1/12/2019,1/12/2018,0740,7:40,2,Rampart,202,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,24,Male,Hispanic,101,STREET,VIRGIL                       AV,BURNS                        AV,"{'latitude': '34.0877', 'longitude': '-118.2869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0877,-118.2869,23447,12-Jan-18,Friday,January,2018
180912472,6/9/2018,6/9/2018,1837,18:37,9,Van Nuys,923,997,TRAFFIC COLLISION,3006 3030 3028 3101 3401 3701 4009 3037,56,Female,White,101,STREET,VICTORY                      BL,WILLIS                       AV,"{'latitude': '34.1867', 'longitude': '-118.4553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1867,-118.4553,19735,9-Jun-18,Saturday,June,2018
181605691,2/13/2018,2/13/2018,1330,13:30,16,Foothill,1681,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4016,46,Male,Black,101,STREET,WICKS                        ST,ARLETA                       AV,"{'latitude': '34.2242', 'longitude': '-118.4072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2242,-118.4072,19335,13-Feb-18,Tuesday,February,2018
180505299,1/27/2018,1/27/2018,0810,8:10,5,Harbor,558,997,TRAFFIC COLLISION,4005 3004 3030 3037 3104 0605,unknown,Male,Unknown,101,STREET,HARBOR,SWINFORD,"{'latitude': '33.7486', 'longitude': '-118.2805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.7486,-118.2805,3342,27-Jan-18,Saturday,January,2018
182112840,7/1/2018,7/1/2018,0100,1:00,21,Topanga,2187,997,TRAFFIC COLLISION,3006 3028 3030 3032 3037 3101 3401 3701 4021,30,Male,Other,108,PARKING LOT,VENTURA                      BL,TOPANGA CANYON               BL,"{'latitude': '34.1685', 'longitude': '-118.6058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1685,-118.6058,19347,1-Jul-18,Sunday,July,2018
180307324,2/18/2018,2/18/2018,2140,21:40,3,Southwest,392,997,TRAFFIC COLLISION,4003 3026 3101 3037 3003,35,Male,Hispanic,101,STREET,2ND                          AV,48TH                         ST,"{'latitude': '34.0001', 'longitude': '-118.3192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0001,-118.3192,23674,18-Feb-18,Sunday,February,2018
181204356,1/5/2018,1/5/2018,1155,11:55,12,Street 77th,1243,997,TRAFFIC COLLISION,4025 3037 3004 3028 3034 3101,49,Male,Black,101,STREET,65TH                         ST,WESTERN                      AV,"{'latitude': '33.9806', 'longitude': '-118.309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9806,-118.309,23678,5-Jan-18,Friday,January,2018
190806477,2/26/2019,2/25/2019,0900,9:00,8,West LA,841,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,33,Male,White,101,STREET,BUNDY                        DR,ROCHESTER                    AV,"{'latitude': '34.0421', 'longitude': '-118.465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0421,-118.465,23443,25-Feb-19,Monday,February,2019
180618022,8/9/2018,8/9/2018,1740,17:40,6,Hollywood,667,997,TRAFFIC COLLISION,3034 3006 3026 3037 3101 3401 3701 4027,47,Male,Black,101,STREET,SANTA MONICA,GOWER,"{'latitude': '34.0908', 'longitude': '-118.3223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0908,-118.3223,23669,9-Aug-18,Thursday,August,2018
182022284,12/19/2018,12/19/2018,1200,12:00,20,Olympic,2027,997,TRAFFIC COLLISION,3011 3028 3035 3037 3102 3401 3701 4027,27,Male,Other,104,DRIVEWAY,CATALINA                     ST,6TH                          ST,"{'latitude': '34.0636', 'longitude': '-118.2954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0636,-118.2954,23081,19-Dec-18,Wednesday,December,2018
180223675,11/29/2018,11/29/2018,1725,17:25,2,Rampart,266,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,35,Female,Hispanic,101,STREET,BURLINGTON,8TH,"{'latitude': '34.0534', 'longitude': '-118.2745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0534,-118.2745,24352,29-Nov-18,Thursday,November,2018
182010280,4/19/2018,4/19/2018,0800,8:00,20,Olympic,2071,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4020,unknown,Male,Unknown,101,STREET,PICO,WESTERN,"{'latitude': '34.0472', 'longitude': '-118.309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0472,-118.309,22723,19-Apr-18,Thursday,April,2018
180718052,10/11/2018,10/11/2018,0745,7:45,7,Wilshire,745,997,TRAFFIC COLLISION,3009 3024 3035 3036 3101 3401 3701 4007,54,Male,Black,101,STREET,8TH                          ST,COCHRAN                      AV,"{'latitude': '34.0606', 'longitude': '-118.3478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0606,-118.3478,23667,11-Oct-18,Thursday,October,2018
191511747,5/29/2019,5/7/2019,2345,23:45,15,N Hollywood,1569,997,TRAFFIC COLLISION,1300 0605 1501,49,Female,White,101,STREET,RIVERSIDE,LEDGE                        AV,"{'latitude': '34.1522', 'longitude': '-118.3571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1522,-118.3571,8489,7-May-19,Tuesday,May,2019
181909130,4/8/2018,4/8/2018,1430,14:30,19,Mission,1907,997,TRAFFIC COLLISION,3037 3004 3030 3028 3101 3401 3701 4019,29,Male,Hispanic,101,STREET,FOOTHILL                     BL,MACLAY                       ST,"{'latitude': '34.2992', 'longitude': '-118.4191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2992,-118.4191,18912,8-Apr-18,Sunday,April,2018
191004405,1/10/2019,1/10/2019,1410,14:10,10,West Valley,1009,997,TRAFFIC COLLISION,3004 3026 3036 3101 3401 3701 4010,60,Male,Other,101,STREET,HASKELL                      AV,ROSCOE                       BL,"{'latitude': '34.2214', 'longitude': '-118.4749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2214,-118.4749,18914,10-Jan-19,Thursday,January,2019
190605086,1/19/2019,1/19/2019,2200,22:00,6,Hollywood,663,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4006,23,Male,Hispanic,101,STREET,LEXINGTON                    AV,SEWARD                       ST,"{'latitude': '34.0926', 'longitude': '-118.3332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0926,-118.3332,23669,19-Jan-19,Saturday,January,2019
192107073,3/9/2019,2/25/2019,1515,15:15,21,Topanga,2183,997,TRAFFIC COLLISION,3006 3028 3030 3032 3037 3101 3401 3701 4021,36,Female,Unknown,101,STREET,MULHOLLAND                   DR,AVENUE SAN LUIS,"{'latitude': '34.1587', 'longitude': '-118.6364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1587,-118.6364,19346,25-Feb-19,Monday,February,2019
190707473,3/12/2019,3/8/2019,1515,15:15,7,Wilshire,743,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,37,Female,White,101,STREET,HAUSER                       BL,SAN VICENTE                  BL,"{'latitude': '34.0541', 'longitude': '-118.3547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0541,-118.3547,23080,8-Mar-19,Friday,March,2019
180812741,7/5/2018,7/5/2018,0350,3:50,8,West LA,858,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,31,Male,White,101,STREET,CREST,AIRDROME,"{'latitude': '34.048', 'longitude': '-118.3878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.048,-118.3878,23666,5-Jul-18,Thursday,July,2018
181422872,10/24/2018,10/23/2018,0710,7:10,14,Pacific,1479,997,TRAFFIC COLLISION,3004 3028 3030 3035 3036 3101 3401 3701 4014,41,Male,Black,101,STREET,LA TIJERA                    BL,405                          FY,"{'latitude': '33.9719', 'longitude': '-118.3779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9719,-118.3779,23676,23-Oct-18,Tuesday,October,2018
191305198,1/24/2019,1/24/2019,1420,14:20,13,Newton,1309,997,TRAFFIC COLLISION,3101 3401 3701 3011 3030 3034,unknown,Male,Other,101,STREET,25TH                         ST,CHAVEZ RAVINE                PL,"{'latitude': '34.0241', 'longitude': '-118.232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0241,-118.232,23082,24-Jan-19,Thursday,January,2019
181917773,9/20/2018,9/20/2018,1700,17:00,19,Mission,1963,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 3401 3701 4026,unknown,Male,Hispanic,101,STREET,LASSEN                       ST,WOODMAN                      AV,"{'latitude': '34.2499', 'longitude': '-118.4524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2499,-118.4524,18914,20-Sep-18,Thursday,September,2018
180721707,12/23/2018,12/19/2018,1900,19:00,7,Wilshire,701,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,35,Male,White,101,STREET,ORLANDO                      AV,WILLOUGHBY                   AV,"{'latitude': '34.0871', 'longitude': '-118.3732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0871,-118.3732,24034,19-Dec-18,Wednesday,December,2018
181607431,3/28/2018,3/28/2018,0930,9:30,16,Foothill,1669,997,TRAFFIC COLLISION,3003 3037 3025 3101 3401 3701 4016,61,Male,White,101,STREET,TUJUNGA CANYON               BL,ELMHURST                     DR,"{'latitude': '34.2403', 'longitude': '-118.273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2403,-118.273,3222,28-Mar-18,Wednesday,March,2018
190206594,2/18/2019,2/18/2019,2225,22:25,2,Rampart,245,997,TRAFFIC COLLISION,3101 3401 3701 3003 3024,55,Female,White,101,STREET,ALVARADO                     ST,3RD                          ST,"{'latitude': '34.063', 'longitude': '-118.2727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.063,-118.2727,24352,18-Feb-19,Monday,February,2019
180920703,11/14/2018,11/14/2018,1740,17:40,9,Van Nuys,926,997,TRAFFIC COLLISION,3004 3037 3034 3026 3101 3401 3701 4026,45,Male,White,101,STREET,VICTORY                      BL,SYLMAR                       AV,"{'latitude': '34.1867', 'longitude': '-118.4465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1867,-118.4465,19729,14-Nov-18,Wednesday,November,2018
181321267,10/19/2018,10/19/2018,0745,7:45,13,Newton,1391,997,TRAFFIC COLLISION,3101 3401 3701 3003 3025 3036,65,Female,Hispanic,101,STREET,65TH                         ST,BROADWAY,"{'latitude': '33.9807', 'longitude': '-118.2783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9807,-118.2783,22352,19-Oct-18,Friday,October,2018
180411014,6/13/2018,6/13/2018,1735,17:35,4,Hollenbeck,497,997,TRAFFIC COLLISION,3101 3401 3701 3006 3034,59,Male,Black,101,STREET,WASHINGTON                   BL,SOTO                         ST,"{'latitude': '34.0173', 'longitude': '-118.22', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0173,-118.22,23441,13-Jun-18,Wednesday,June,2018
191509026,4/7/2019,4/6/2019,1650,16:50,15,N Hollywood,1562,997,TRAFFIC COLLISION,3036 3004 3030 3028 3101 3401 3701 4015,54,Female,White,101,STREET,COLDWATER CANYON             AV,KLING                        ST,"{'latitude': '34.1558', 'longitude': '-118.4138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1558,-118.4138,8492,6-Apr-19,Saturday,April,2019
181804747,1/13/2018,1/13/2018,1520,15:20,18,Southeast,1806,997,TRAFFIC COLLISION,4018 3026 3101 3036 3004 0605,73,Female,Hispanic,101,STREET,88TH                         PL,STANFORD,"{'latitude': '33.9565', 'longitude': '-118.263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9565,-118.263,22351,13-Jan-18,Saturday,January,2018
180707702,3/20/2018,3/20/2018,0805,8:05,7,Wilshire,738,997,TRAFFIC COLLISION,3003 3025 3035 3036 3101 3401 3701 4027,36,Female,Hispanic,101,STREET,WILSHIRE                     BL,JUNE                         ST,"{'latitude': '34.0621', 'longitude': '-118.3348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0621,-118.3348,22726,20-Mar-18,Tuesday,March,2018
182106070,2/13/2018,2/13/2018,0354,3:54,21,Topanga,2102,997,TRAFFIC COLLISION,3006 3037 3025 3101 3401 3701 4021,30,Male,Other,101,STREET,ROSCOE                       BL,FALLBROOK                    AV,"{'latitude': '34.2194', 'longitude': '-118.6255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2194,-118.6255,4279,13-Feb-18,Tuesday,February,2018
181606679,3/10/2018,3/10/2018,1310,13:10,16,Foothill,1663,997,TRAFFIC COLLISION,3004 3026 3029 3036 3101 3401 3701 4026,45,Male,Hispanic,101,STREET,SAN FERNANDO                 RD,ALLEGHENY                    ST,"{'latitude': '34.2378', 'longitude': '-118.3922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2378,-118.3922,19335,10-Mar-18,Saturday,March,2018
190906953,2/28/2019,2/28/2019,1240,12:40,9,Van Nuys,952,997,TRAFFIC COLLISION,605,39,Female,Hispanic,101,STREET,BURBANK                      BL,SEPULVEDA                    BL,"{'latitude': '34.1721', 'longitude': '-118.4662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1721,-118.4662,19735,28-Feb-19,Thursday,February,2019
180519874,12/18/2018,12/18/2018,1714,17:14,5,Harbor,529,997,TRAFFIC COLLISION,0605 4025 3037 3004 3026 3101,32,Female,Other,101,STREET,HARRY BRIDGE                 BL,QUAY                         AV,"{'latitude': '33.7753', 'longitude': '-118.2456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.7753,-118.2456,3350,18-Dec-18,Tuesday,December,2018
181305844,2/2/2018,2/1/2018,2035,20:35,13,Newton,1344,997,TRAFFIC COLLISION,0605 3101 3401 3701 3602 4024 3011 3027,25,Male,Hispanic,101,STREET,MCKINLEY                     AV,41ST                         PL,"{'latitude': '34.0084', 'longitude': '-118.2613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0084,-118.2613,22727,1-Feb-18,Thursday,February,2018
181307504,3/2/2018,3/2/2018,1930,19:30,13,Newton,1354,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,unknown,Male,Black,101,STREET,40TH                         PL,MAIN                         ST,"{'latitude': '34.0083', 'longitude': '-118.2719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0083,-118.2719,22727,2-Mar-18,Friday,March,2018
190105381,1/22/2019,1/15/2019,1850,18:50,1,Central,152,997,TRAFFIC COLLISION,3101 3401 3701 3003 3026 3036,42,Male,Hispanic,101,STREET,6TH,FIGUEROA                     ST,"{'latitude': '34.0509', 'longitude': '-118.2585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0509,-118.2585,23078,15-Jan-19,Tuesday,January,2019
181906729,2/22/2018,2/16/2018,1000,10:00,19,Mission,1983,997,TRAFFIC COLLISION,3006 3030 3037 3028 3101 3401 3701 4019,22,Female,Hispanic,101,STREET,COLUMBUS                     AV,PARTHENIA                    ST,"{'latitude': '34.2283', 'longitude': '-118.4654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2283,-118.4654,18914,16-Feb-18,Friday,February,2018
191808622,3/18/2019,3/18/2019,1945,19:45,18,Southeast,1802,997,TRAFFIC COLLISION,3037 3004 3026 3029 3101 1501,unknown,Male,Other,101,STREET,92ND                         ST,MAIN                         ST,"{'latitude': '33.9528', 'longitude': '-118.2739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9528,-118.2739,22352,18-Mar-19,Monday,March,2019
181811919,5/21/2018,5/20/2018,1725,17:25,18,Southeast,1802,997,TRAFFIC COLLISION,4025 3037 3003 3027 3101 3601,unknown,Male,Hispanic,102,SIDEWALK,W  92ND                         ST,FIGUEROA                     ST,"{'latitude': '33.9528', 'longitude': '-118.2827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9528,-118.2827,23675,20-May-18,Sunday,May,2018
182010047,4/24/2018,2/14/2018,1355,13:55,20,Olympic,2022,997,TRAFFIC COLLISION,3011 3028 3030 3035 3037 3101 3401 3701 4027,40,Male,Asian,101,STREET,S  SAINT ANDREWS                PL,4TH                          ST,"{'latitude': '34.0672', 'longitude': '-118.3116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0672,-118.3116,23081,14-Feb-18,Wednesday,February,2018
192106866,3/6/2019,3/6/2019,1355,13:55,21,Topanga,2136,997,TRAFFIC COLLISION,3006 3037 3034 3028 3030 3101 3401 3701 4026,50,Male,Asian,101,STREET,MILWOOD                      AV,COHASSET                     ST,"{'latitude': '34.2065', 'longitude': '-118.5943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2065,-118.5943,4278,6-Mar-19,Wednesday,March,2019
180919139,10/13/2018,10/12/2018,2325,23:25,9,Van Nuys,941,997,TRAFFIC COLLISION,3034 3011 3037 3025 3101 3401 3701 4009,57,Female,Hispanic,101,STREET,VAN NUYS                     BL,OXNARD                       ST,"{'latitude': '34.1794', 'longitude': '-118.4485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1794,-118.4485,19729,12-Oct-18,Friday,October,2018
181206331,1/31/2018,1/31/2018,1205,12:05,12,Street 77th,1215,997,TRAFFIC COLLISION,4025 3037 3004 3028 3034 3101,53,Male,Hispanic,101,STREET,VERMONT                      AV,54TH                         ST,"{'latitude': '33.9923', 'longitude': '-118.2915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9923,-118.2915,23668,31-Jan-18,Wednesday,January,2018
180922214,12/16/2018,12/16/2018,0220,2:20,9,Van Nuys,941,997,TRAFFIC COLLISION,3004 3028 3030 3037 3101 3401 3701 4009,33,Male,Hispanic,101,STREET,BURBANK                      BL,SEPULVEDA                    BL,"{'latitude': '34.1721', 'longitude': '-118.4662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1721,-118.4662,19735,16-Dec-18,Sunday,December,2018
181308363,3/18/2018,3/18/2018,2100,21:00,13,Newton,1322,997,TRAFFIC COLLISION,3101 3401 3701 3004 3801,26,Male,Hispanic,101,STREET,SAN PEDRO                    ST,25TH                         ST,"{'latitude': '34.0225', 'longitude': '-118.2607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0225,-118.2607,22727,18-Mar-18,Sunday,March,2018
