DR Number,Date Reported,Date Occurred,Time Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Latitude,Longitude,Zip Codes,Date,Weekday,Month,Year
181308987,3/29/2018,3/29/2018,2045,20:45,13,Newton,1383,997,TRAFFIC COLLISION,3101 3401 3701 3004 3002 3034 3801 3026,29,Female,Hispanic,101,STREET,BROADWAY,59TH                         PL,"{'latitude': '33.9851', 'longitude': '-118.2783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9851,-118.2783,22352,29-Mar-18,Thursday,March,2018
191709931,5/12/2019,5/12/2019,1410,14:10,17,Devonshire,1701,997,TRAFFIC COLLISION,3028 3006 3037 3032 3030 3102 3401 3701 4026,49,Male,Asian,108,PARKING LOT,RINALDI,CORBIN,"{'latitude': '34.2748', 'longitude': '-118.5621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2748,-118.5621,18905,12-May-19,Sunday,May,2019
181704771,1/14/2018,1/14/2018,1425,14:25,17,Devonshire,1792,997,TRAFFIC COLLISION,3037 3025 3101 3401 3701 4017 3009,43,Male,White,101,STREET,ROSCOE                       BL,OAKDALE                      AV,"{'latitude': '34.2203', 'longitude': '-118.5667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2203,-118.5667,4282,14-Jan-18,Sunday,January,2018
180304405,1/7/2018,1/7/2018,2145,21:45,3,Southwest,377,997,TRAFFIC COLLISION,4003 3028 3030 3101 3037 3006,unknown,Unknown,Unknown,101,STREET,NORMANDIE                    AV,38TH                         ST,"{'latitude': '34.0173', 'longitude': '-118.3002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0173,-118.3002,23668,7-Jan-18,Sunday,January,2018
191008849,4/23/2019,4/23/2019,0730,7:30,10,West Valley,1099,997,TRAFFIC COLLISION,3037 4010 3004 3030 3028 3101 3701,61,Male,White,101,STREET,SEPULVEDA                    BL,FOND                         DR,"{'latitude': '34.1354', 'longitude': '-118.4874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1354,-118.4874,19737,23-Apr-19,Tuesday,April,2019
190312751,5/13/2019,5/13/2019,0400,4:00,3,Southwest,397,997,TRAFFIC COLLISION,4025 0101 3028 3101 3006 3030,32,Male,Hispanic,101,STREET,VERMONT,40TH                         PL,"{'latitude': '34.0102', 'longitude': '-118.2915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0102,-118.2915,23668,13-May-19,Monday,May,2019
180812384,6/26/2018,6/26/2018,1745,17:45,8,West LA,824,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4008,62,Female,Black,101,STREET,PCH,ENTRADA                      DR,"{'latitude': '34.0279', 'longitude': '-118.5188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0279,-118.5188,25711,26-Jun-18,Tuesday,June,2018
181114961,8/13/2018,8/13/2018,1800,18:00,11,Northeast,1123,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,34,Male,Unknown,101,STREET,LOS FELIZ                    BL,GLENFELIZ                    BL,"{'latitude': '34.1235', 'longitude': '-118.2685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1235,-118.2685,23670,13-Aug-18,Monday,August,2018
180711803,6/12/2018,6/12/2018,0745,7:45,7,Wilshire,784,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,39,Male,Hispanic,101,STREET,VENICE                       BL,LA BREA                      AV,"{'latitude': '34.0375', 'longitude': '-118.3506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0375,-118.3506,23077,12-Jun-18,Tuesday,June,2018
191704154,12/28/2018,12/28/2018,1215,12:15,17,Devonshire,1794,997,TRAFFIC COLLISION,1501 3004 3034 3028 3101 3401 3701 4017,23,Male,White,101,STREET,PARTHENIA,WILBUR,"{'latitude': '34.2282', 'longitude': '-118.5448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2282,-118.5448,18513,28-Dec-18,Friday,December,2018
180819663,11/23/2018,11/23/2018,0725,7:25,8,West LA,858,997,TRAFFIC COLLISION,3004 3024 3034 3037 3101 3401 3701 4027,75,Female,White,101,STREET,ROBERTSON                    BL,ALCOTT                       ST,"{'latitude': '34.0539', 'longitude': '-118.3838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0539,-118.3838,23666,23-Nov-18,Friday,November,2018
180712901,7/2/2018,7/2/2018,0905,9:05,7,Wilshire,774,997,TRAFFIC COLLISION,3004 3026 3034 3037 3101 3401 3701 4027,25,Male,Hispanic,101,STREET,LA BREA                      AV,VENICE                       BL,"{'latitude': '34.0459', 'longitude': '-118.346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0459,-118.346,23080,2-Jul-18,Monday,July,2018
191313211,6/14/2019,6/14/2019,1540,15:40,13,Newton,1395,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3004 3026,63,Female,Hispanic,101,STREET,CENTRAL                      AV,GAGE                         AV,"{'latitude': '33.982', 'longitude': '-118.2564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.982,-118.2564,22350,14-Jun-19,Friday,June,2019
181104373,1/9/2018,1/9/2018,1745,17:45,11,Northeast,1176,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 3036,27,Male,Other,101,STREET,N  AVENUE 19,RIVERSIDE                    AV,"{'latitude': '34.0904', 'longitude': '-118.2345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0904,-118.2345,23448,9-Jan-18,Tuesday,January,2018
191304205,1/4/2019,1/4/2019,1510,15:10,13,Newton,1323,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,38,Female,Asian,101,STREET,SAN PEDRO                    ST,21ST                         ST,"{'latitude': '34.0258', 'longitude': '-118.2586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0258,-118.2586,22727,4-Jan-19,Friday,January,2019
191108158,3/28/2019,3/28/2019,1110,11:10,11,Northeast,1137,997,TRAFFIC COLLISION,3101 3401 3701 3011 3025,55,Male,White,101,STREET,AVENUE 53,MONTE VISTA                  ST,"{'latitude': '34.1092', 'longitude': '-118.1998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1092,-118.1998,23673,28-Mar-19,Thursday,March,2019
181824812,12/24/2018,12/20/2018,1820,18:20,18,Southeast,1837,997,TRAFFIC COLLISION,1501 3037 3034 3028 3030 3101 4018,unknown,Male,Other,101,STREET,109TH                        PL,WILLOWBROOK,"{'latitude': '33.9362', 'longitude': '-118.2416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9362,-118.2416,24354,20-Dec-18,Thursday,December,2018
192109862,5/10/2019,5/10/2019,1640,16:40,21,Topanga,2185,997,TRAFFIC COLLISION,3011 3037 3032 3025 3102 3401 3701 4026,88,Male,White,101,STREET,VENTURA                      BL,GLADE                        AV,"{'latitude': '34.1686', 'longitude': '-118.6081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1686,-118.6081,19346,10-May-19,Friday,May,2019
181406285,2/7/2018,2/7/2018,1240,12:40,14,Pacific,1469,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,38,Male,Hispanic,101,STREET,LA TIJERA                    BL,KNOWLTON                     AV,"{'latitude': '33.9761', 'longitude': '-118.3732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9761,-118.3732,23676,7-Feb-18,Wednesday,February,2018
190310079,4/2/2019,4/2/2019,0010,00:10,3,Southwest,393,997,TRAFFIC COLLISION,3004 3028 3030 3101 4003,51,Female,Hispanic,101,STREET,CRENSHAW                     BL,STOCKER                      ST,"{'latitude': '34.0085', 'longitude': '-118.3351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0085,-118.3351,22725,2-Apr-19,Tuesday,April,2019
181016498,9/29/2018,9/29/2018,1430,14:30,10,West Valley,1009,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4026,23,Female,Other,101,STREET,ROSCOE                       BL,HASKELL                      AV,"{'latitude': '34.2214', 'longitude': '-118.4765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2214,-118.4765,18914,29-Sep-18,Saturday,September,2018
191504463,1/10/2019,1/9/2019,1800,18:00,15,N Hollywood,1505,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4026,24,Female,Hispanic,101,STREET,SHERMAN                      WY,FARMDALE                     AV,"{'latitude': '34.2012', 'longitude': '-118.3812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2012,-118.3812,8888,9-Jan-19,Wednesday,January,2019
191504293,1/6/2019,1/5/2019,1210,12:10,15,N Hollywood,1566,997,TRAFFIC COLLISION,3004 3037 3032 3029 3026 3101 3401 3701 4026,58,Male,White,101,STREET,MOORPARK                     ST,ENSIGN                       AV,"{'latitude': '34.1504', 'longitude': '-118.3712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1504,-118.3712,8489,5-Jan-19,Saturday,January,2019
181520116,10/24/2018,10/23/2018,1510,15:10,15,N Hollywood,1599,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4026,39,Male,Other,101,STREET,BARHAM                       AV,CAHUENGA                     BL,"{'latitude': '34.1286', 'longitude': '-118.3471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1286,-118.3471,24033,23-Oct-18,Tuesday,October,2018
191404280,1/5/2019,1/5/2019,1125,11:25,14,Pacific,1454,997,TRAFFIC COLLISION,3004 3026 3035 3036 3101 3401 3701 4014,62,Male,Hispanic,101,STREET,CULVER                       BL,ROUTE 90                     FY,"{'latitude': '33.9813', 'longitude': '-118.4288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9813,-118.4288,24031,5-Jan-19,Saturday,January,2019
191607837,4/12/2019,4/11/2019,2135,21:35,16,Foothill,1645,997,TRAFFIC COLLISION,3004 3030 3028 3037 3101 3401 3701 4026,33,Female,Other,101,STREET,PIERCE                       ST,GLENOAKS                     BL,"{'latitude': '34.2707', 'longitude': '-118.4085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2707,-118.4085,18907,11-Apr-19,Thursday,April,2019
181422625,10/21/2018,10/21/2018,1345,13:45,14,Pacific,1409,997,TRAFFIC COLLISION,3004 3026 3029 3035 3037 3101 3401 3701 4014,33,Female,Unknown,101,STREET,CULVER                       BL,FARIAS                       AV,"{'latitude': '34.0272', 'longitude': '-118.3961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0272,-118.3961,23451,21-Oct-18,Sunday,October,2018
180405274,1/30/2018,1/30/2018,1130,11:30,4,Hollenbeck,424,997,TRAFFIC COLLISION,3102 3401 3701 3006 3034 3032,45,Male,Other,108,PARKING LOT,BROADWAY,ALTA,"{'latitude': '34.0738', 'longitude': '-118.2039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0738,-118.2039,23448,30-Jan-18,Tuesday,January,2018
191105687,2/2/2019,2/2/2019,1655,16:55,11,Northeast,1169,997,TRAFFIC COLLISION,3101 3401 3701 3003 3026 3036,23,Male,Hispanic,101,STREET,S  AVENUE 57,BENNER                       ST,"{'latitude': '34.1069', 'longitude': '-118.1923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1069,-118.1923,23673,2-Feb-19,Saturday,February,2019
181111562,6/6/2018,6/5/2018,1920,19:20,11,Northeast,1113,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3029 3032,51,Female,Hispanic,101,STREET,EAGLE ROCK                   BL,YOSEMITE                     DR,"{'latitude': '34.1361', 'longitude': '-118.2237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1361,-118.2237,23672,5-Jun-18,Tuesday,June,2018
181610193,6/6/2018,6/5/2018,2335,23:35,16,Foothill,1638,997,TRAFFIC COLLISION,3006 3037 3028 3101 3401 3701 4026 3039,53,Female,White,101,STREET,PINYON                       AV,APPERSON                     ST,"{'latitude': '34.2559', 'longitude': '-118.285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2559,-118.285,3222,5-Jun-18,Tuesday,June,2018
180922459,12/21/2018,12/20/2018,1545,15:45,9,Van Nuys,981,997,TRAFFIC COLLISION,3037 3004 3030 3028 3101 3701 4015,unknown,Male,Other,101,STREET,VENTURA                      BL,LEMONA                       AV,"{'latitude': '34.1527', 'longitude': '-118.4596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1527,-118.4596,19732,20-Dec-18,Thursday,December,2018
181412317,5/14/2018,5/14/2018,2000,20:00,14,Pacific,1487,997,TRAFFIC COLLISION,3004 3025 3035 3036 3101 3401 3701 4014,51,Female,Hispanic,101,STREET,WESTCHESTER                  PY,SEPULVEDA                    BL,"{'latitude': '33.9575', 'longitude': '-118.3916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9575,-118.3916,23676,14-May-18,Monday,May,2018
181507375,3/7/2018,3/6/2018,0100,1:00,15,N Hollywood,1501,997,TRAFFIC COLLISION,3006 3028 3030 3037 3101 3401 3701 4026,72,Female,Other,101,STREET,WILLARD                      ST,FULTON                       AV,"{'latitude': '34.2181', 'longitude': '-118.4189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2181,-118.4189,8888,6-Mar-18,Tuesday,March,2018
182019955,11/2/2018,11/2/2018,2021,20:21,20,Olympic,2069,997,TRAFFIC COLLISION,3003 3025 3035 3036 3101 3401 3701 4020,72,Male,White,101,STREET,PICO                         BL,ELDEN                        AV,"{'latitude': '34.0473', 'longitude': '-118.2877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0473,-118.2877,22723,2-Nov-18,Friday,November,2018
181012776,7/9/2018,7/9/2018,1550,15:50,10,West Valley,1039,997,TRAFFIC COLLISION,3008 3037 3026 3101 3401 3701 4026,34,Female,Hispanic,101,STREET,WOODLEY                      AV,VANOWEN                      ST,"{'latitude': '34.1939', 'longitude': '-118.4836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1939,-118.4836,19734,9-Jul-18,Monday,July,2018
181712878,7/2/2018,7/2/2018,1800,18:00,17,Devonshire,1757,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4017,24,Female,Other,108,PARKING LOT,DEVONSHIRE                   ST,BALBOA                       BL,"{'latitude': '34.2575', 'longitude': '-118.5023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2575,-118.5023,19329,2-Jul-18,Monday,July,2018
191206609,1/31/2019,1/31/2019,0715,7:15,12,Street 77th,1252,997,TRAFFIC COLLISION,3036 3004 3026 3101 0605,30,Female,Hispanic,101,STREET,5TH                          AV,73RD                         ST,"{'latitude': '33.9737', 'longitude': '-118.3221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9737,-118.3221,23674,31-Jan-19,Thursday,January,2019
181812994,6/7/2018,6/7/2018,0120,1:20,18,Southeast,1871,997,TRAFFIC COLLISION,4025 3036 3006 3028 3030 3101,unknown,Female,Other,101,STREET,140TH                        ST,AINSWORTH                    ST,"{'latitude': '33.9051', 'longitude': '-118.2906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9051,-118.2906,24684,7-Jun-18,Thursday,June,2018
191705176,1/26/2019,1/26/2019,1720,17:20,17,Devonshire,1791,997,TRAFFIC COLLISION,3602 3004 3036 3026 3101 3401 3701 4021,51,Male,Hispanic,101,STREET,MASON                        AV,ROSCOE                       BL,"{'latitude': '34.221', 'longitude': '-118.5798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.221,-118.5798,4282,26-Jan-19,Saturday,January,2019
190307916,3/2/2019,3/2/2019,0330,3:30,3,Southwest,373,997,TRAFFIC COLLISION,3026 3036 3029 3004 3101,45,Female,Black,101,STREET,COLISEUM,EDGEHILL,"{'latitude': '34.0183', 'longitude': '-118.331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0183,-118.331,23079,2-Mar-19,Saturday,March,2019
181705918,2/10/2018,2/10/2018,0205,2:05,17,Devonshire,1705,997,TRAFFIC COLLISION,3026 3004 3037 3029 3101 3401 3701 4017,21,Male,Other,101,STREET,BALBOA                       RD,BALBOA                       BL,"{'latitude': '34.3186', 'longitude': '-118.4972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.3186,-118.4972,19329,10-Feb-18,Saturday,February,2018
181415759,7/9/2018,7/8/2018,1550,15:50,14,Pacific,1441,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,29,Male,Hispanic,101,STREET,WASHINGTON                   BL,SANBORN                      AV,"{'latitude': '33.9806', 'longitude': '-118.4642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9806,-118.4642,25074,8-Jul-18,Sunday,July,2018
190608078,3/5/2019,3/5/2019,2205,22:05,6,Hollywood,625,997,TRAFFIC COLLISION,605,65,Male,White,101,STREET,N  HIGHLAND                     AV,MILNER                       RD,"{'latitude': '34.1082', 'longitude': '-118.3371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1082,-118.3371,24033,5-Mar-19,Tuesday,March,2019
181910617,5/7/2018,5/6/2018,1400,14:00,19,Mission,1982,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4026,40,Female,Hispanic,101,STREET,COLUMBUS                     AV,PARTHENIA                    ST,"{'latitude': '34.2283', 'longitude': '-118.4654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2283,-118.4654,18914,6-May-18,Sunday,May,2018
182115619,8/26/2018,8/26/2018,1525,15:25,21,Topanga,2139,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4021,38,Male,Hispanic,101,STREET,SATICOY                      ST,WINNETKA                     AV,"{'latitude': '34.2084', 'longitude': '-118.571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2084,-118.571,4282,26-Aug-18,Sunday,August,2018
180913601,6/30/2018,6/30/2018,1630,16:30,9,Van Nuys,926,997,TRAFFIC COLLISION,3004 3025 3036 3101 3401 3701 4026,35,Female,White,101,STREET,COSTELLO                     AV,GILMORE                      ST,"{'latitude': '34.1876', 'longitude': '-118.4378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1876,-118.4378,19729,30-Jun-18,Saturday,June,2018
190408758,4/19/2019,4/19/2019,1720,17:20,4,Hollenbeck,459,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,60,Female,Asian,101,STREET,CESAR E CHAVEZ               AV,LORENA                       ST,"{'latitude': '34.0405', 'longitude': '-118.1925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0405,-118.1925,24028,19-Apr-19,Friday,April,2019
181217070,6/27/2018,6/26/2018,2055,20:55,12,Street 77th,1245,997,TRAFFIC COLLISION,4025 3036 3003 3025 3101 3602,50,Female,Hispanic,101,STREET,HOOVER                       ST,65TH                         ST,"{'latitude': '33.9789', 'longitude': '-118.2981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9789,-118.2981,23675,26-Jun-18,Tuesday,June,2018
190510390,5/26/2019,5/26/2019,0205,2:05,5,Harbor,526,997,TRAFFIC COLLISION,0605 4005 3037 3011 3006 3028 3030 3101,18,Unknown,Unknown,101,STREET,ANAHEIM                      ST,ISLAND                       AV,"{'latitude': '33.7798', 'longitude': '-118.2665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.7798,-118.2665,3350,26-May-19,Sunday,May,2019
180922464,12/21/2018,12/21/2018,0215,2:15,9,Van Nuys,989,997,TRAFFIC COLLISION,3012 3037 3026 3101 3401 3701 4009,28,Female,White,101,STREET,VAN NUYS                     BL,VENTURA                      BL,"{'latitude': '34.1493', 'longitude': '-118.4307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1493,-118.4307,19736,21-Dec-18,Friday,December,2018
191407482,2/26/2019,2/26/2019,2120,21:20,14,Pacific,1475,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701,52,Male,Asian,101,STREET,MANCHESTER                   AV,GEORGETOWN                   AV,"{'latitude': '33.9598', 'longitude': '-118.4136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9598,-118.4136,23676,26-Feb-19,Tuesday,February,2019
180326949,12/5/2018,12/5/2018,1300,13:00,3,Southwest,351,997,TRAFFIC COLLISION,3036 3003 3026 3029 3101,unknown,Male,Hispanic,101,STREET,RODEO                        RD,RODEO                        LN,"{'latitude': '34.0216', 'longitude': '-118.3516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0216,-118.3516,23077,5-Dec-18,Wednesday,December,2018
180323570,10/18/2018,10/18/2018,1600,16:00,3,Southwest,326,997,TRAFFIC COLLISION,4003 3004 3101 3030 3036 3026,35,Male,Hispanic,101,STREET,NORMANDIE                    AV,29TH                         ST,"{'latitude': '34.0291', 'longitude': '-118.3002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0291,-118.3002,22724,18-Oct-18,Thursday,October,2018
181324235,12/11/2018,12/11/2018,1225,12:25,13,Newton,1381,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3029 3036,20,Male,Hispanic,101,STREET,GAGE                         AV,BROADWAY,"{'latitude': '33.9862', 'longitude': '-118.2794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9862,-118.2794,22352,11-Dec-18,Tuesday,December,2018
181204474,1/5/2018,1/5/2018,2340,23:40,12,Street 77th,1273,997,TRAFFIC COLLISION,4012 3036 3004 3028 3030 3101 0605,28,Male,Hispanic,101,STREET,WESTERN                      AV,92ND                         ST,"{'latitude': '33.9527', 'longitude': '-118.309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9527,-118.309,23678,5-Jan-18,Friday,January,2018
181614339,9/19/2018,9/19/2018,1500,15:00,16,Foothill,1633,997,TRAFFIC COLLISION,3004 3025 3036 3101 3401 3701 4026,68,Male,Other,101,STREET,OSBORNE                      ST,GLENOAKS                     BL,"{'latitude': '34.2647', 'longitude': '-118.4019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2647,-118.4019,18907,19-Sep-18,Wednesday,September,2018
191707556,3/14/2019,3/14/2019,1700,17:00,17,Devonshire,1793,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4017,44,Male,White,101,STREET,TAMPA                        AV,PARTHENIA                    ST,"{'latitude': '34.2282', 'longitude': '-118.5536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2282,-118.5536,18513,14-Mar-19,Thursday,March,2019
180327202,12/10/2018,12/10/2018,1720,17:20,3,Southwest,377,997,TRAFFIC COLLISION,3036 3004 3026 3101,36,Male,Hispanic,101,STREET,39TH                         ST,BUDLONG                      AV,"{'latitude': '34.0155', 'longitude': '-118.2959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0155,-118.2959,23668,10-Dec-18,Monday,December,2018
192005024,1/22/2019,1/22/2019,0900,9:00,20,Olympic,2033,997,TRAFFIC COLLISION,3028 3004 3030 3035 3036 3101 3401 3701 4027,52,Male,Hispanic,101,STREET,8TH                          ST,WESTERN                      AV,"{'latitude': '34.0577', 'longitude': '-118.3091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0577,-118.3091,22722,22-Jan-19,Tuesday,January,2019
182013103,6/21/2018,6/21/2018,1706,17:06,20,Olympic,2024,997,TRAFFIC COLLISION,3004 3026 3035 3037 3101 3401 3701 4020,38,Female,Asian,101,STREET,HOBART                       BL,S  WILSHIRE                     BL,"{'latitude': '34.0617', 'longitude': '-118.3053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0617,-118.3053,22726,21-Jun-18,Thursday,June,2018
190712187,6/15/2019,6/15/2019,0820,8:20,7,Wilshire,765,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,32,Female,Hispanic,101,STREET,LA BREA                      AV,VENICE                       BL,"{'latitude': '34.046', 'longitude': '-118.3453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.046,-118.3453,23080,15-Jun-19,Saturday,June,2019
182010664,5/3/2018,5/3/2018,1420,14:20,20,Olympic,2044,997,TRAFFIC COLLISION,3003 3025 3035 3037 3101 3401 3701 4020,55,Female,Hispanic,101,STREET,IROLO                        ST,JAMES M WOOD                 BL,"{'latitude': '34.0559', 'longitude': '-118.3009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0559,-118.3009,22722,3-May-18,Thursday,May,2018
192012309,6/16/2019,6/16/2019,1950,19:50,20,Olympic,2019,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3102 3401 3701 4020,25,Male,Other,101,STREET,S  JUANITA                      AV,3RD                          ST,"{'latitude': '34.0691', 'longitude': '-118.2894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0691,-118.2894,23081,16-Jun-19,Sunday,June,2019
181613129,8/20/2018,8/20/2018,0840,8:40,16,Foothill,1638,997,TRAFFIC COLLISION,3004 3037 3025 3101 3401 3701 4026,unknown,Female,White,101,STREET,COMMERCE                     AV,SUMMITROSE                   ST,"{'latitude': '34.2595', 'longitude': '-118.2885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2595,-118.2885,3222,20-Aug-18,Monday,August,2018
181415175,6/29/2018,6/29/2018,0917,9:17,14,Pacific,1457,997,TRAFFIC COLLISION,3004 3028 3034 3037 3101 3401 3701 4027,51,Male,Hispanic,101,STREET,CULVER                       BL,CENTINELA                    AV,"{'latitude': '33.991', 'longitude': '-118.4209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.991,-118.4209,24031,29-Jun-18,Friday,June,2018
180405260,1/29/2018,1/29/2018,1830,18:30,4,Hollenbeck,426,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3026 3029,27,Female,Hispanic,101,STREET,EASTERN                      AV,HUNTINGTON                   DR,"{'latitude': '34.0861', 'longitude': '-118.1782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0861,-118.1782,23449,29-Jan-18,Monday,January,2018
